constituent_id,constituent_name,constituent_type,preferred_class_year,city,state,email,gift_id,gift_date,gift_amount,gift_type,campaign,designation,gift_officer
C03324,Riley Irwin,Parent,2013.0,Dallas,CO,riley.irwinc03324@example.org,G000176,2022-10-16,1510.2,Cash,Scholarships,Designation 14,Officer D
C02474,Avery Carter,Alumnus,2013.0,Atlanta,MA,avery.carterc02474@example.org,G000177,2026-04-02,316.02,Pledge Payment,Scholarships,Designation 04,Officer D
C03931,Avery Foster,Alumnus,1995.0,New York,CO,avery.fosterc03931@example.org,G000178,2022-12-25,384.93,Pledge Payment,Research,Designation 04,Officer B
C00820,Cameron Jones,Friend,1983.0,Chicago,GA,cameron.jonesc00820@example.org,G000179,2024-12-26,397.88,Cash,Scholarships,Designation 11,Officer D
C01789,Morgan Carter,Alumnus,1962.0,Boston,NY,morgan.carterc01789@example.org,G000180,2025-11-16,1169.44,Cash,Unrestricted,Designation 10,Officer D
C03315,Quinn Green,Parent,1987.0,Miami,TX,quinn.greenc03315@example.org,G000181,2022-06-01,1086.9,Pledge Payment,Capital Renewal,Designation 14,Officer A
C03319,Skyler Irwin,Alumnus,1980.0,Chicago,TX,skyler.irwinc03319@example.org,G000182,2024-04-02,260.35,Cash,Scholarships,Designation 09,Officer B
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000183,2024-01-10,381.53,Cash,Athletics,Designation 09,Officer E
C00758,Jordan Ellis,Parent,1969.0,Dallas,CO,jordan.ellisc00758@example.org,G000184,2022-10-27,7291.35,Cash,Unrestricted,Designation 10,Officer A
C03602,Cameron Carter,Alumnus,1957.0,Seattle,IL,cameron.carterc03602@example.org,G000185,2025-04-10,45.51,Pledge Payment,Annual Fund,Designation 06,Officer D
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G000186,2023-01-31,956.3,Cash,Research,Designation 12,Officer E
C01557,Taylor Carter,Alumnus,1981.0,Atlanta,CO,taylor.carterc01557@example.org,G000187,2023-10-06,196.31,Cash,Student Success,Designation 08,Officer E
C01977,Jordan Hayes,Alumnus,2019.0,Chicago,NY,jordan.hayesc01977@example.org,G000188,2025-10-09,803.33,Cash,Unrestricted,Designation 14,Officer B
C03678,Morgan Irwin,Alumnus,1973.0,Atlanta,FL,morgan.irwinc03678@example.org,G000189,2024-03-22,650.07,Pledge Payment,Research,Designation 07,Officer G
C00559,Casey Ellis,Alumnus,1993.0,Boston,IL,casey.ellisc00559@example.org,G000190,2024-04-29,309.79,Stock,Student Success,Designation 14,Officer A
C04819,Reese Foster,Alumnus,1962.0,Dallas,MA,reese.fosterc04819@example.org,G000191,2021-08-18,383.35,Cash,Student Success,Designation 06,Officer B
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G000192,2025-09-24,2478.17,Cash,Library,Designation 02,Officer E
C03941,Casey Jones,Alumnus,1996.0,Chicago,WA,casey.jonesc03941@example.org,G000193,2024-05-21,2318.17,Cash,Student Success,Designation 04,Officer B
C04796,Casey Adams,Alumnus,1970.0,Atlanta,WA,casey.adamsc04796@example.org,G000194,2024-05-21,89.48,Stock,Unrestricted,Designation 13,Officer E
C01376,Morgan Adams,Alumnus,1969.0,Dallas,GA,morgan.adamsc01376@example.org,G000195,2023-09-27,485.86,Cash,Unrestricted,Designation 13,Officer B
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G000196,2022-02-09,261.53,Matching Gift,Capital Renewal,Designation 09,Officer H
C04353,Morgan Irwin,Parent,1967.0,Chicago,GA,morgan.irwinc04353@example.org,G000197,2025-10-23,197.93,Cash,Scholarships,Designation 06,Officer B
C02894,Jordan Brooks,Alumnus,1982.0,Atlanta,GA,jordan.brooksc02894@example.org,G000198,2022-01-26,981.55,Pledge Payment,Annual Fund,Designation 02,Officer F
C03974,Reese Adams,Alumnus,2021.0,Dallas,IL,reese.adamsc03974@example.org,G000199,2022-02-14,1276.11,Matching Gift,Athletics,Designation 10,Officer C
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G000200,2024-11-06,486.68,Cash,Library,Designation 07,Officer H
C01019,Taylor Brooks,Parent,1981.0,Dallas,NY,taylor.brooksc01019@example.org,G000201,2026-03-01,255.18,Pledge Payment,Health Sciences,Designation 14,Officer G
C01670,Cameron Green,Alumnus,1964.0,Chicago,CO,cameron.greenc01670@example.org,G000202,2025-08-12,8556.01,Cash,Capital Renewal,Designation 03,Officer A
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G000203,2023-07-11,835.46,Cash,Capital Renewal,Designation 02,Officer D
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000204,2024-03-13,518.26,Pledge Payment,Library,Designation 03,Officer D
C00633,Quinn Irwin,Alumnus,1977.0,Denver,WA,quinn.irwinc00633@example.org,G000205,2024-06-07,43.95,Cash,Health Sciences,Designation 09,Officer F
C04151,Quinn Diaz,Alumnus,1964.0,Miami,IL,quinn.diazc04151@example.org,G000206,2021-10-27,1209.07,Cash,Arts,Designation 10,Officer A
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000207,2026-05-03,704.79,Cash,Unrestricted,Designation 10,Officer B
C02165,Quinn Diaz,Alumnus,1983.0,Chicago,CO,quinn.diazc02165@example.org,G000208,2026-06-21,7935.94,Cash,Health Sciences,Designation 04,Officer B
C01505,Cameron Irwin,Alumnus,1966.0,Miami,TX,cameron.irwinc01505@example.org,G000209,2026-03-26,256.78,Stock,Athletics,Designation 13,Officer F
C03094,Skyler Green,Organization,1977.0,New York,NY,skyler.greenc03094@example.org,G000210,2026-04-19,428.4,Cash,Library,Designation 15,Officer C
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G000211,2022-11-04,8402.86,Cash,Annual Fund,Designation 12,Officer B
C04442,Morgan Diaz,Parent,1995.0,Seattle,CO,morgan.diazc04442@example.org,G000212,2022-01-06,931.23,Cash,Library,Designation 06,Officer C
C03276,Skyler Ellis,Alumnus,2002.0,Chicago,IL,skyler.ellisc03276@example.org,G000213,2026-03-24,804.87,Pledge Payment,Arts,Designation 03,Officer A
C03319,Skyler Irwin,Alumnus,1980.0,Chicago,TX,skyler.irwinc03319@example.org,G000214,2024-05-12,185.59,Matching Gift,Library,Designation 02,Officer D
C02776,Cameron Jones,Parent,2006.0,Seattle,TX,cameron.jonesc02776@example.org,G000215,2025-03-24,2000.73,Pledge Payment,Unrestricted,Designation 05,Officer H
C03751,Cameron Ellis,Parent,1984.0,Seattle,MA,cameron.ellisc03751@example.org,G000216,2026-04-02,326.45,Cash,Library,Designation 11,Officer D
C00840,Cameron Hayes,Friend,2023.0,Boston,GA,cameron.hayesc00840@example.org,G000217,2023-01-19,538.58,Cash,Student Success,Designation 06,Officer H
C03001,Cameron Carter,Alumnus,2023.0,Dallas,NY,cameron.carterc03001@example.org,G000218,2021-07-01,8578.42,Cash,Research,Designation 01,Officer H
C00787,Riley Foster,Alumnus,1984.0,New York,NY,riley.fosterc00787@example.org,G000219,2023-03-27,933.34,Cash,Health Sciences,Designation 01,Officer C
C04514,Casey Carter,Alumnus,1955.0,Seattle,WA,casey.carterc04514@example.org,G000220,2024-12-07,400.56,Cash,Research,Designation 05,Officer C
C02176,Riley Jones,Alumnus,2011.0,Chicago,GA,riley.jonesc02176@example.org,G000221,2026-05-24,556.92,Cash,Unrestricted,Designation 01,Officer G
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G000222,2023-11-18,825.48,Cash,Capital Renewal,Designation 05,Officer A
C00821,Reese Brooks,Parent,1987.0,Boston,MA,reese.brooksc00821@example.org,G000223,2024-07-15,5793.33,Cash,Scholarships,Designation 06,Officer C
C03669,Casey Jones,Alumnus,2018.0,Dallas,MA,casey.jonesc03669@example.org,G000224,2022-07-18,245.62,Cash,Unrestricted,Designation 11,Officer B
C03432,Jordan Foster,Parent,1979.0,Atlanta,FL,jordan.fosterc03432@example.org,G000225,2026-05-26,471.44,Pledge Payment,Annual Fund,Designation 03,Officer D
C00788,Quinn Jones,Alumnus,1971.0,Denver,CO,quinn.jonesc00788@example.org,G000226,2024-06-14,387.3,Cash,Student Success,Designation 12,Officer D
C04996,Jordan Jones,Alumnus,1982.0,Dallas,NY,jordan.jonesc04996@example.org,G000227,2022-09-19,154.65,Stock,Annual Fund,Designation 11,Officer E
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G000228,2025-07-19,363.97,Pledge Payment,Library,Designation 15,Officer B
C03873,Quinn Jones,Alumnus,2008.0,New York,IL,quinn.jonesc03873@example.org,G000229,2025-02-28,326.69,Pledge Payment,Research,Designation 01,Officer G
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G000230,2021-10-03,364.3,Cash,Health Sciences,Designation 13,Officer C
C00835,Skyler Hayes,Alumnus,1971.0,Chicago,FL,skyler.hayesc00835@example.org,G000231,2025-08-11,283.86,Cash,Library,Designation 08,Officer B
C04278,Casey Hayes,Alumnus,2007.0,Denver,FL,casey.hayesc04278@example.org,G000232,2025-05-11,304.26,Pledge Payment,Athletics,Designation 07,Officer G
C04612,Taylor Irwin,Friend,2009.0,New York,NY,taylor.irwinc04612@example.org,G000233,2024-09-23,225.82,Cash,Health Sciences,Designation 09,Officer G
C02530,Morgan Carter,Friend,1999.0,Denver,CO,morgan.carterc02530@example.org,G000234,2025-04-26,84.52,Pledge Payment,Arts,Designation 09,Officer E
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000235,2024-07-25,2405.52,Cash,Scholarships,Designation 07,Officer H
C02106,Reese Foster,Alumnus,2000.0,Boston,NY,reese.fosterc02106@example.org,G000236,2022-02-07,561.39,Cash,Unrestricted,Designation 13,Officer C
C03017,Morgan Foster,Alumnus,1992.0,Boston,MA,morgan.fosterc03017@example.org,G000237,2026-02-20,275.75,Cash,Athletics,Designation 11,Officer F
C02278,Quinn Hayes,Alumnus,2011.0,Dallas,MA,quinn.hayesc02278@example.org,G000238,2025-12-02,971.43,Cash,Arts,Designation 08,Officer B
C04526,Reese Brooks,Friend,1996.0,Denver,IL,reese.brooksc04526@example.org,G000239,2022-10-11,166.13,Pledge Payment,Scholarships,Designation 06,Officer H
C00919,Reese Diaz,Organization,1965.0,Boston,GA,reese.diazc00919@example.org,G000240,2024-02-20,799.06,Pledge Payment,Scholarships,Designation 08,Officer D
C01488,Riley Irwin,Alumnus,1981.0,Dallas,GA,riley.irwinc01488@example.org,G000241,2025-04-22,354.92,Cash,Health Sciences,Designation 07,Officer D
C04920,Avery Brooks,Friend,1989.0,Seattle,CO,avery.brooksc04920@example.org,G000242,2022-11-13,2115.89,Cash,Student Success,Designation 14,Officer C
C04630,Quinn Irwin,Alumnus,1970.0,Seattle,TX,quinn.irwinc04630@example.org,G000243,2021-10-03,2280.89,Pledge Payment,Scholarships,Designation 12,Officer C
C01728,Riley Jones,Alumnus,1956.0,Seattle,WA,riley.jonesc01728@example.org,G000244,2022-03-14,912.28,Cash,Capital Renewal,Designation 12,Officer A
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000245,2022-03-02,274.51,Cash,Library,Designation 05,Officer C
C04444,Avery Hayes,Friend,1980.0,Atlanta,NY,avery.hayesc04444@example.org,G000246,2025-05-10,1950.9,Cash,Athletics,Designation 15,Officer A
C04151,Quinn Diaz,Alumnus,1964.0,Miami,IL,quinn.diazc04151@example.org,G000247,2025-12-10,279.09,Cash,Unrestricted,Designation 08,Officer B
C00142,Morgan Carter,Alumnus,1996.0,Atlanta,TX,morgan.carterc00142@example.org,G000248,2024-10-03,237.9,Cash,Annual Fund,Designation 10,Officer G
C00916,Reese Adams,Alumnus,2010.0,Boston,MA,reese.adamsc00916@example.org,G000249,2024-12-17,733.88,Cash,Health Sciences,Designation 05,Officer H
C01446,Riley Green,Friend,1959.0,Seattle,WA,riley.greenc01446@example.org,G000250,2026-02-23,766.34,Cash,Athletics,Designation 15,Officer A
C01479,Reese Adams,Friend,1976.0,Dallas,CO,reese.adamsc01479@example.org,G000251,2024-10-20,238.57,Cash,Arts,Designation 05,Officer H
C00512,Avery Adams,Alumnus,1966.0,New York,CO,avery.adamsc00512@example.org,G000252,2024-11-25,1113.87,Cash,Health Sciences,Designation 08,Officer A
C01789,Morgan Carter,Alumnus,1962.0,Boston,NY,morgan.carterc01789@example.org,G000253,2023-06-24,942.05,Pledge Payment,Health Sciences,Designation 11,Officer F
C00236,Jordan Green,Alumnus,1979.0,New York,NY,jordan.greenc00236@example.org,G000254,2025-07-19,997.87,Matching Gift,Research,Designation 11,Officer D
C01789,Morgan Carter,Alumnus,1962.0,Boston,NY,morgan.carterc01789@example.org,G000255,2024-10-08,187.26,Stock,Arts,Designation 13,Officer A
C00124,Taylor Jones,Alumnus,1987.0,New York,WA,taylor.jonesc00124@example.org,G000256,2023-07-25,1141.95,Cash,Annual Fund,Designation 12,Officer D
C02330,Riley Brooks,Alumnus,1976.0,Miami,CO,riley.brooksc02330@example.org,G000257,2026-06-29,239.75,Cash,Capital Renewal,Designation 02,Officer A
C00413,Jordan Irwin,Parent,2008.0,Dallas,MA,jordan.irwinc00413@example.org,G000258,2025-10-14,3101.72,Cash,Arts,Designation 03,Officer C
C03651,Skyler Foster,Organization,2008.0,New York,FL,skyler.fosterc03651@example.org,G000259,2026-03-20,308.16,Stock,Library,Designation 10,Officer F
C02652,Cameron Irwin,Alumnus,1957.0,Miami,GA,cameron.irwinc02652@example.org,G000260,2022-09-18,1637.89,Cash,Annual Fund,Designation 06,Officer D
C02488,Avery Brooks,Parent,1975.0,Atlanta,GA,avery.brooksc02488@example.org,G000261,2026-05-17,961.72,Cash,Unrestricted,Designation 05,Officer G
C00528,Taylor Foster,Alumnus,2003.0,Denver,MA,taylor.fosterc00528@example.org,G000262,2021-09-29,850.03,Matching Gift,Health Sciences,Designation 11,Officer E
C01195,Reese Jones,Alumnus,2016.0,Chicago,FL,reese.jonesc01195@example.org,G000263,2024-12-23,532.09,Pledge Payment,Scholarships,Designation 13,Officer D
C00285,Jordan Foster,Alumnus,2005.0,Denver,NY,jordan.fosterc00285@example.org,G000264,2025-06-04,75.4,Pledge Payment,Unrestricted,Designation 12,Officer D
C04587,Quinn Carter,Alumnus,2022.0,Dallas,WA,quinn.carterc04587@example.org,G000265,2023-08-13,159.84,Pledge Payment,Athletics,Designation 15,Officer F
C04119,Reese Jones,Alumnus,1976.0,Dallas,NY,reese.jonesc04119@example.org,G000266,2023-04-17,88.91,Cash,Research,Designation 14,Officer D
C02117,Taylor Brooks,Alumnus,1989.0,Dallas,FL,taylor.brooksc02117@example.org,G000267,2022-11-28,242.77,Cash,Library,Designation 05,Officer C
C04497,Morgan Hayes,Alumnus,2024.0,Dallas,TX,morgan.hayesc04497@example.org,G000268,2023-03-11,1182.95,Cash,Library,Designation 08,Officer A
C01827,Taylor Jones,Alumnus,2016.0,Denver,GA,taylor.jonesc01827@example.org,G000269,2026-03-11,843.6,Cash,Arts,Designation 09,Officer A
C01842,Taylor Hayes,Parent,1992.0,Atlanta,MA,taylor.hayesc01842@example.org,G000270,2021-10-19,226.29,Matching Gift,Library,Designation 05,Officer H
C02411,Avery Ellis,Friend,1980.0,Seattle,FL,avery.ellisc02411@example.org,G000271,2023-02-02,270.31,Cash,Capital Renewal,Designation 08,Officer B
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G000272,2024-11-02,416.93,Cash,Arts,Designation 04,Officer E
C00631,Morgan Hayes,Friend,2012.0,Dallas,MA,morgan.hayesc00631@example.org,G000273,2021-10-16,1000.18,Cash,Arts,Designation 07,Officer E
C00353,Cameron Green,Friend,1987.0,Miami,CO,cameron.greenc00353@example.org,G000274,2024-12-27,155.67,Cash,Student Success,Designation 15,Officer C
C04512,Jordan Hayes,Parent,2000.0,Seattle,WA,jordan.hayesc04512@example.org,G000275,2025-01-13,424.59,Stock,Athletics,Designation 11,Officer E
C04983,Jordan Adams,Alumnus,2003.0,Boston,CO,jordan.adamsc04983@example.org,G000276,2024-02-21,194.76,Cash,Health Sciences,Designation 03,Officer C
C03395,Jordan Adams,Alumnus,1989.0,Miami,NY,jordan.adamsc03395@example.org,G000277,2022-10-14,529.02,Cash,Student Success,Designation 03,Officer B
C03392,Taylor Brooks,Parent,2012.0,Seattle,MA,taylor.brooksc03392@example.org,G000278,2025-02-24,432.11,Pledge Payment,Research,Designation 12,Officer F
C01019,Taylor Brooks,Parent,1981.0,Dallas,NY,taylor.brooksc01019@example.org,G000279,2025-08-03,546.22,Matching Gift,Capital Renewal,Designation 10,Officer E
C03758,Taylor Jones,Alumnus,1958.0,Miami,NY,taylor.jonesc03758@example.org,G000280,2024-11-10,472.05,Cash,Capital Renewal,Designation 12,Officer F
C00855,Avery Green,Parent,1998.0,Atlanta,MA,avery.greenc00855@example.org,G000281,2021-12-10,177.23,Cash,Scholarships,Designation 10,Officer F
C03746,Jordan Hayes,Organization,1996.0,Chicago,MA,jordan.hayesc03746@example.org,G000282,2022-07-13,679.28,Cash,Research,Designation 06,Officer G
C01548,Cameron Hayes,Parent,1992.0,Dallas,NY,cameron.hayesc01548@example.org,G000283,2023-12-18,50.22,Cash,Arts,Designation 12,Officer G
C00360,Casey Adams,Alumnus,1957.0,Seattle,FL,casey.adamsc00360@example.org,G000284,2026-06-13,777.82,Stock,Unrestricted,Designation 05,Officer D
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G000285,2021-07-29,869.19,Cash,Research,Designation 06,Officer G
C02943,Casey Irwin,Organization,2016.0,Atlanta,WA,casey.irwinc02943@example.org,G000286,2024-12-19,1821.22,Cash,Capital Renewal,Designation 06,Officer F
C04038,Skyler Green,Friend,1980.0,Miami,TX,skyler.greenc04038@example.org,G000287,2024-02-01,230.34,Cash,Annual Fund,Designation 09,Officer F
C03622,Jordan Carter,Alumnus,1974.0,Denver,TX,jordan.carterc03622@example.org,G000288,2023-02-25,456.59,Cash,Annual Fund,Designation 01,Officer F
C00512,Avery Adams,Alumnus,1966.0,New York,CO,avery.adamsc00512@example.org,G000289,2023-06-30,1001.58,Cash,Athletics,Designation 12,Officer G
C01282,Quinn Hayes,Friend,2006.0,Boston,FL,quinn.hayesc01282@example.org,G000290,2023-11-16,391.64,Stock,Scholarships,Designation 08,Officer G
C01377,Casey Irwin,Alumnus,1996.0,Miami,FL,casey.irwinc01377@example.org,G000291,2024-02-27,43.75,Matching Gift,Scholarships,Designation 02,Officer A
C01767,Avery Irwin,Alumnus,2004.0,Denver,TX,avery.irwinc01767@example.org,G000292,2023-08-24,2545.77,Pledge Payment,Research,Designation 11,Officer E
C04433,Skyler Green,Parent,1993.0,Denver,GA,skyler.greenc04433@example.org,G000293,2023-11-12,1353.53,Cash,Research,Designation 04,Officer F
C02397,Quinn Green,Alumnus,2015.0,Boston,TX,quinn.greenc02397@example.org,G000294,2021-12-24,103.06,Cash,Health Sciences,Designation 03,Officer C
C02871,Avery Diaz,Alumnus,1957.0,Atlanta,NY,avery.diazc02871@example.org,G000295,2026-05-28,307.99,Cash,Athletics,Designation 14,Officer B
C02984,Casey Jones,Alumnus,1960.0,New York,NY,casey.jonesc02984@example.org,G000296,2023-03-04,72.34,Cash,Athletics,Designation 07,Officer D
C02943,Casey Irwin,Organization,2016.0,Atlanta,WA,casey.irwinc02943@example.org,G000297,2024-02-24,223.73,Cash,Scholarships,Designation 06,Officer D
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000298,2026-03-05,348.42,Cash,Health Sciences,Designation 06,Officer C
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000299,2023-12-08,1299.59,Matching Gift,Scholarships,Designation 12,Officer H
C02652,Cameron Irwin,Alumnus,1957.0,Miami,GA,cameron.irwinc02652@example.org,G000300,2023-12-29,696.55,Cash,Student Success,Designation 01,Officer B
C03751,Cameron Ellis,Parent,1984.0,Seattle,MA,cameron.ellisc03751@example.org,G000301,2024-07-07,75.01,Cash,Library,Designation 13,Officer F
C03227,Avery Green,Friend,2024.0,Chicago,TX,avery.greenc03227@example.org,G000302,2024-10-26,7853.11,Cash,Health Sciences,Designation 06,Officer H
C04765,Taylor Hayes,Alumnus,2008.0,Dallas,TX,taylor.hayesc04765@example.org,G000303,2023-01-27,800.47,Pledge Payment,Unrestricted,Designation 15,Officer B
C02451,Cameron Hayes,Friend,1973.0,Dallas,MA,cameron.hayesc02451@example.org,G000304,2021-12-30,343.37,Cash,Scholarships,Designation 10,Officer B
C00632,Riley Ellis,Alumnus,1989.0,Boston,MA,riley.ellisc00632@example.org,G000305,2026-06-21,2909.68,Cash,Athletics,Designation 04,Officer G
C03072,Morgan Jones,Alumnus,1973.0,Boston,WA,morgan.jonesc03072@example.org,G000306,2023-05-15,75.44,Cash,Student Success,Designation 06,Officer D
C01820,Riley Green,Alumnus,2019.0,Boston,FL,riley.greenc01820@example.org,G000307,2024-04-29,178.74,Stock,Capital Renewal,Designation 12,Officer D
C01517,Quinn Green,Alumnus,1956.0,New York,FL,quinn.greenc01517@example.org,G000308,2023-05-12,775.5,Cash,Unrestricted,Designation 02,Officer B
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000309,2021-09-24,116.95,Pledge Payment,Unrestricted,Designation 05,Officer C
C04512,Jordan Hayes,Parent,2000.0,Seattle,WA,jordan.hayesc04512@example.org,G000310,2026-01-17,239.75,Cash,Health Sciences,Designation 12,Officer G
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G000311,2022-06-24,621.91,Cash,Student Success,Designation 08,Officer C
